user_id,app_name,category,screen_time_min,launches,interactions,is_productive
1036,Twitch,Entertainment,20.18,4.0,4.0,False
1013,Weather,Utilities,9.7,1.0,4.0,False
1080,Slack,Productivity,8.36,2.0,3.0,True
1085,Instagram,Social,173.86,0.0,7.0,False
1083,Spotify,Entertainment,2.48,2.0,6.0,False
1041,TikTok,Entertainment,4.31,3.0,6.0,False
1006,Twitter,Social,9.19,3.0,4.0,False
1069,Twitter,Social,12.96,1.0,7.0,False
1045,Microsoft Teams,Productivity,7.48,4.0,3.0,True
1073,TikTok,Entertainment,20.21,0.0,9.0,False
1012,Facebook,Social,18.99,2.0,3.0,False
1068,Chrome,Utilities,12.66,2.0,6.0,False
1054,Facebook,Social,51.29,5.0,2.0,False
1078,Google Maps,Utilities,75.7,4.0,5.0,False
1099,Slack,Productivity,1.29,2.0,1.0,True
1015,Google Docs,Productivity,2.96,0.0,4.0,True
1086,Snapchat,Social,36.4,1.0,6.0,False
1074,Gmail,Utilities,3.08,1.0,5.0,False
1080,YouTube,Entertainment,138.13,3.0,5.0,False
1085,Facebook,Social,1.87,1.0,5.0,False
1091,Snapchat,Social,3.55,1.0,5.0,False
1048,Instagram,Social,17.74,2.0,7.0,False
1045,Chrome,Utilities,66.26,0.0,7.0,False
1065,Microsoft Teams,Productivity,8.77,3.0,3.0,True
1027,Evernote,Productivity,13.42,4.0,3.0,True
1063,Gmail,Utilities,45.46,3.0,9.0,False
1052,Twitch,Entertainment,72.76,3.0,7.0,False
1038,Camera,Utilities,15.02,5.0,3.0,False
1078,YouTube,Entertainment,3.78,2.0,4.0,False
1031,Gmail,Utilities,59.44,4.0,4.0,False
1062,Chrome,Utilities,98.87,2.0,6.0,False
1016,Twitter,Social,40.84,1.0,4.0,False
1069,Instagram,Social,12.98,4.0,3.0,False
1039,Snapchat,Social,6.19,2.0,2.0,False
1056,Slack,Productivity,10.22,0.0,7.0,True
1013,WhatsApp,Social,21.29,1.0,5.0,False
1025,Google Docs,Productivity,28.87,4.0,5.0,True
1011,Evernote,Productivity,56.94,0.0,7.0,True
1013,Instagram,Social,32.52,2.0,5.0,False
1084,Gmail,Utilities,11.91,3.0,2.0,False
1092,Google Maps,Utilities,7.77,3.0,8.0,False
1067,Instagram,Social,4.94,1.0,7.0,False
1043,Chrome,Utilities,9.68,6.0,6.0,False
1073,Gmail,Utilities,15.97,1.0,5.0,False
1087,Evernote,Productivity,96.67,3.0,4.0,True
1078,Facebook,Social,15.89,2.0,6.0,False
1043,Google Docs,Productivity,13.11,3.0,8.0,True
1065,Chrome,Utilities,6.32,0.0,4.0,False
1006,Instagram,Social,24.41,1.0,5.0,False
1005,Google Docs,Productivity,28.13,2.0,2.0,True
1047,Camera,Utilities,34.8,1.0,5.0,False
1096,Camera,Utilities,10.46,1.0,6.0,False
1050,Microsoft Teams,Productivity,15.41,2.0,1.0,True
1069,Gmail,Utilities,0.85,1.0,2.0,False
1034,Instagram,Social,10.01,2.0,8.0,False
1038,Netflix,Entertainment,7.01,1.0,3.0,False
1026,Notion,Productivity,43.37,1.0,4.0,True
1059,Spotify,Entertainment,11.34,1.0,3.0,False
1005,Twitch,Entertainment,60.42,1.0,3.0,False
1083,Twitch,Entertainment,11.13,1.0,7.0,False
1000,Twitch,Entertainment,15.15,2.0,2.0,False
1033,Google Maps,Utilities,20.02,1.0,8.0,False
1088,Netflix,Entertainment,14.6,0.0,4.0,False
1080,Facebook,Social,58.51,0.0,4.0,False
1045,Twitch,Entertainment,48.37,1.0,5.0,False
1099,Google Docs,Productivity,49.59,2.0,3.0,True
1074,Slack,Productivity,4.53,0.0,3.0,True
1000,Chrome,Utilities,4.21,6.0,9.0,False
1010,Chrome,Utilities,5.52,0.0,8.0,False
1053,Facebook,Social,8.25,1.0,7.0,False
1020,Instagram,Social,12.01,4.0,10.0,False
1030,Facebook,Social,3.98,0.0,6.0,False
1022,Twitter,Social,15.45,2.0,2.0,False
1043,YouTube,Entertainment,46.19,1.0,3.0,False
1016,Chrome,Utilities,4.92,0.0,4.0,False
1015,WhatsApp,Social,16.6,0.0,4.0,False
1067,Twitch,Entertainment,20.19,3.0,3.0,False
1096,YouTube,Entertainment,64.94,2.0,3.0,False
1002,Snapchat,Social,1.65,3.0,2.0,False
1012,Google Docs,Productivity,0.29,2.0,2.0,True
1057,Gmail,Utilities,29.66,3.0,3.0,False
1039,Snapchat,Social,0.09,3.0,10.0,False
1076,Netflix,Entertainment,34.37,4.0,6.0,False
1022,Twitch,Entertainment,53.4,4.0,9.0,False
1009,Google Maps,Utilities,24.93,1.0,6.0,False
1069,YouTube,Entertainment,86.42,2.0,4.0,False
1091,Microsoft Teams,Productivity,51.7,0.0,6.0,True
1028,Microsoft Teams,Productivity,144.1,1.0,7.0,True
1083,Microsoft Teams,Productivity,66.59,1.0,2.0,True
1083,YouTube,Entertainment,0.48,0.0,3.0,False
1034,Notion,Productivity,40.35,0.0,4.0,True
1033,Facebook,Social,44.29,1.0,6.0,False
1007,Google Maps,Utilities,10.63,1.0,10.0,False
1063,Camera,Utilities,29.16,1.0,4.0,False
1065,Twitter,Social,42.4,4.0,5.0,False
1010,Google Maps,Utilities,14.22,0.0,2.0,False
1039,Camera,Utilities,19.37,3.0,2.0,False
1001,Spotify,Entertainment,11.47,2.0,6.0,False
1085,YouTube,Entertainment,13.45,1.0,5.0,False
1047,Gmail,Utilities,10.35,1.0,7.0,False
1041,TikTok,Entertainment,18.88,2.0,5.0,False
1079,Evernote,Productivity,7.66,1.0,8.0,True
1094,Chrome,Utilities,14.52,0.0,6.0,False
1042,Evernote,Productivity,15.81,2.0,4.0,True
1060,Netflix,Entertainment,5.53,2.0,5.0,False
1077,Camera,Utilities,30.54,0.0,10.0,False
1009,Facebook,Social,27.52,4.0,5.0,False
1013,Chrome,Utilities,31.26,3.0,1.0,False
1015,WhatsApp,Social,12.77,0.0,4.0,False
1030,Twitch,Entertainment,12.49,4.0,6.0,False
1066,Twitch,Entertainment,52.35,3.0,6.0,False
1086,Snapchat,Social,33.23,2.0,4.0,False
1031,Slack,Productivity,58.99,1.0,4.0,True
1002,Evernote,Productivity,8.0,1.0,5.0,True
1002,Instagram,Social,7.03,2.0,9.0,False
1061,Facebook,Social,0.87,1.0,5.0,False
1091,Netflix,Entertainment,65.05,2.0,4.0,False
1097,Twitter,Social,38.53,1.0,2.0,False
1016,Chrome,Utilities,58.31,4.0,3.0,False
1082,Snapchat,Social,19.09,2.0,5.0,False
1080,Notion,Productivity,212.87,1.0,6.0,True
1046,Slack,Productivity,3.22,3.0,8.0,True
1096,Twitter,Social,47.5,3.0,4.0,False
1034,Spotify,Entertainment,71.58,1.0,3.0,False
1094,Snapchat,Social,8.38,1.0,6.0,False
1057,Facebook,Social,0.13,1.0,5.0,False
1034,Gmail,Utilities,29.99,1.0,2.0,False
1055,Chrome,Utilities,17.33,1.0,3.0,False
1014,Slack,Productivity,209.63,1.0,7.0,True
1092,Weather,Utilities,50.63,4.0,5.0,False
1004,Google Maps,Utilities,46.51,0.0,6.0,False
1060,Spotify,Entertainment,57.98,2.0,8.0,False
1053,YouTube,Entertainment,22.03,0.0,8.0,False
1078,Facebook,Social,18.72,2.0,2.0,False
1067,Weather,Utilities,2.9,4.0,4.0,False
1068,Chrome,Utilities,11.14,2.0,2.0,False
1022,Google Docs,Productivity,15.04,4.0,4.0,True
1070,Weather,Utilities,4.92,2.0,5.0,False
1100,Evernote,Productivity,4.32,1.0,4.0,True
1098,Slack,Productivity,24.82,2.0,2.0,True
1027,Slack,Productivity,10.49,2.0,8.0,True
1094,Twitch,Entertainment,22.05,0.0,4.0,False
1001,WhatsApp,Social,11.09,1.0,6.0,False
1003,YouTube,Entertainment,175.32,2.0,3.0,False
1077,Camera,Utilities,55.41,4.0,5.0,False
1019,Camera,Utilities,39.41,1.0,3.0,False
1004,Instagram,Social,17.73,1.0,6.0,False
1029,Camera,Utilities,28.04,0.0,3.0,False
1059,Chrome,Utilities,45.6,0.0,2.0,False
1009,Netflix,Entertainment,37.98,1.0,4.0,False
1079,Evernote,Productivity,45.95,4.0,5.0,True
1021,Notion,Productivity,1.74,0.0,2.0,True
1057,Chrome,Utilities,51.65,1.0,7.0,False
1077,Twitch,Entertainment,45.14,1.0,3.0,False
1047,Instagram,Social,5.82,1.0,3.0,False
1042,Twitch,Entertainment,14.41,1.0,1.0,False
1039,Gmail,Utilities,99.58,2.0,5.0,False
1024,Spotify,Entertainment,3.05,1.0,5.0,False
1002,YouTube,Entertainment,1.94,3.0,3.0,False
1003,Notion,Productivity,44.08,4.0,8.0,True
1096,Twitter,Social,35.98,2.0,7.0,False
1037,Chrome,Utilities,26.59,4.0,9.0,False
1011,YouTube,Entertainment,44.24,2.0,1.0,False
1031,Google Maps,Utilities,126.7,5.0,4.0,False
1019,Gmail,Utilities,13.67,3.0,5.0,False
1014,Chrome,Utilities,3.06,1.0,5.0,False
1052,Google Docs,Productivity,2.04,3.0,4.0,True
1012,Slack,Productivity,19.07,2.0,3.0,True
1094,TikTok,Entertainment,19.93,2.0,5.0,False
1070,Gmail,Utilities,55.22,2.0,3.0,False
1095,Twitch,Entertainment,7.8,6.0,5.0,False
1088,YouTube,Entertainment,19.4,1.0,4.0,False
1012,WhatsApp,Social,1.27,3.0,9.0,False
1086,Twitter,Social,43.18,3.0,2.0,False
1100,Twitter,Social,10.29,2.0,3.0,False
1091,Snapchat,Social,91.22,1.0,6.0,False
1005,Snapchat,Social,13.86,0.0,6.0,False
1084,Snapchat,Social,31.26,0.0,5.0,False
1020,Twitter,Social,74.08,0.0,8.0,False
1000,Google Docs,Productivity,10.52,1.0,9.0,True
1001,YouTube,Entertainment,16.55,1.0,4.0,False
1097,Evernote,Productivity,44.6,3.0,3.0,True
1031,Twitch,Entertainment,11.29,1.0,8.0,False
1006,Gmail,Utilities,30.91,1.0,3.0,False
1048,Twitch,Entertainment,29.76,1.0,8.0,False
1033,Notion,Productivity,23.72,3.0,5.0,True
1000,Snapchat,Social,25.42,6.0,5.0,False
1051,YouTube,Entertainment,3.3,5.0,5.0,False
1076,Camera,Utilities,45.77,4.0,6.0,False
1064,Twitch,Entertainment,64.76,2.0,8.0,False
1023,Spotify,Entertainment,10.93,1.0,10.0,False
1051,Chrome,Utilities,21.32,4.0,6.0,False
1057,Weather,Utilities,40.46,4.0,6.0,False
1024,Chrome,Utilities,114.29,4.0,3.0,False
1069,Weather,Utilities,23.31,5.0,4.0,False
1060,Gmail,Utilities,9.35,2.0,7.0,False
1045,Twitter,Social,7.1,4.0,6.0,False
1022,Notion,Productivity,16.28,2.0,4.0,True
1076,Snapchat,Social,58.64,2.0,5.0,False
1041,Netflix,Entertainment,27.84,0.0,4.0,False
1026,Weather,Utilities,39.6,1.0,4.0,False
1090,Chrome,Utilities,20.57,1.0,5.0,False
1010,Notion,Productivity,18.58,1.0,10.0,True
1043,Snapchat,Social,7.61,5.0,2.0,False
1015,Spotify,Entertainment,42.98,1.0,4.0,False
1043,Spotify,Entertainment,35.28,3.0,1.0,False
1023,Chrome,Utilities,27.01,1.0,3.0,False
1058,Twitter,Social,38.85,0.0,3.0,False
1094,Snapchat,Social,24.61,3.0,9.0,False
1097,TikTok,Entertainment,61.58,3.0,8.0,False
1010,Camera,Utilities,91.26,3.0,6.0,False
1072,Instagram,Social,21.2,1.0,5.0,False
1046,Gmail,Utilities,19.24,2.0,3.0,False
1090,Instagram,Social,32.64,1.0,3.0,False
1037,Gmail,Utilities,22.8,3.0,3.0,False
1003,Facebook,Social,4.72,4.0,5.0,False
1072,Twitch,Entertainment,24.13,1.0,6.0,False
1066,Twitch,Entertainment,1.51,1.0,3.0,False
1056,Snapchat,Social,3.83,4.0,8.0,False
1097,Slack,Productivity,14.96,2.0,5.0,True
1053,Slack,Productivity,0.41,0.0,5.0,True
1028,Google Docs,Productivity,16.31,0.0,4.0,True
1030,Microsoft Teams,Productivity,2.8,4.0,1.0,True
1031,WhatsApp,Social,7.37,4.0,5.0,False
1024,WhatsApp,Social,2.35,5.0,9.0,False
1061,Spotify,Entertainment,14.88,2.0,3.0,False
1002,Microsoft Teams,Productivity,115.65,3.0,7.0,True
1033,Google Docs,Productivity,15.13,3.0,5.0,True
1016,TikTok,Entertainment,11.71,2.0,7.0,False
1060,Netflix,Entertainment,4.77,1.0,3.0,False
1016,Microsoft Teams,Productivity,22.6,1.0,5.0,True
1035,Snapchat,Social,11.2,2.0,6.0,False
1012,Gmail,Utilities,3.94,1.0,6.0,False
1029,Notion,Productivity,22.47,1.0,7.0,True
1054,Twitter,Social,0.26,5.0,4.0,False
1079,Camera,Utilities,38.96,0.0,4.0,False
1004,Evernote,Productivity,1.24,1.0,1.0,True
1072,TikTok,Entertainment,61.2,1.0,8.0,False
1062,Weather,Utilities,1.62,5.0,3.0,False
1067,Google Docs,Productivity,27.22,6.0,6.0,True
1065,Google Docs,Productivity,55.7,2.0,3.0,True
1089,Chrome,Utilities,9.06,5.0,8.0,False
1026,WhatsApp,Social,80.92,3.0,6.0,False
1011,WhatsApp,Social,9.18,2.0,6.0,False
1018,Gmail,Utilities,36.76,2.0,2.0,False
1086,Gmail,Utilities,6.87,1.0,4.0,False
1086,Evernote,Productivity,5.1,2.0,7.0,True
1028,Weather,Utilities,48.27,2.0,6.0,False
1083,Weather,Utilities,10.87,2.0,7.0,False
1033,Slack,Productivity,23.73,2.0,10.0,True
1014,Microsoft Teams,Productivity,2.79,2.0,6.0,True
1049,Instagram,Social,7.42,0.0,4.0,False
1083,Spotify,Entertainment,45.19,1.0,5.0,False
1073,Facebook,Social,51.83,2.0,5.0,False
1031,Instagram,Social,0.34,2.0,7.0,False
1058,Camera,Utilities,62.32,4.0,7.0,False
1050,Gmail,Utilities,26.22,1.0,8.0,False
1023,Netflix,Entertainment,2.3,1.0,11.0,False
1075,Facebook,Social,4.23,2.0,4.0,False
1031,Twitch,Entertainment,36.17,3.0,7.0,False
1003,Instagram,Social,25.3,2.0,7.0,False
1032,Microsoft Teams,Productivity,19.14,1.0,5.0,True
1013,Google Docs,Productivity,21.77,1.0,1.0,True
1082,Notion,Productivity,30.8,5.0,5.0,True
1067,Netflix,Entertainment,12.88,3.0,4.0,False
1086,Camera,Utilities,3.06,4.0,8.0,False
1053,Instagram,Social,74.35,1.0,2.0,False
1041,Weather,Utilities,1.04,2.0,2.0,False
1093,Microsoft Teams,Productivity,12.68,1.0,1.0,True
1099,Google Docs,Productivity,42.55,3.0,5.0,True
1033,Facebook,Social,36.11,2.0,3.0,False
1089,YouTube,Entertainment,43.21,2.0,4.0,False
1064,Twitter,Social,15.6,4.0,3.0,False
1096,Chrome,Utilities,14.67,2.0,6.0,False
1048,Evernote,Productivity,37.08,3.0,5.0,True
1075,Twitter,Social,14.61,2.0,4.0,False
1017,Weather,Utilities,73.35,2.0,3.0,False
1071,Twitter,Social,4.87,3.0,5.0,False
1085,Chrome,Utilities,48.78,4.0,5.0,False
1016,Notion,Productivity,182.79,0.0,6.0,True
1037,TikTok,Entertainment,28.14,2.0,2.0,False
1056,Facebook,Social,12.55,3.0,2.0,False
1023,Evernote,Productivity,59.19,1.0,6.0,True
1075,Google Docs,Productivity,56.95,2.0,1.0,True
1064,Microsoft Teams,Productivity,15.12,1.0,5.0,True
1048,Netflix,Entertainment,52.76,1.0,4.0,False
1053,Evernote,Productivity,0.7,2.0,3.0,True
1006,Microsoft Teams,Productivity,22.4,0.0,3.0,True
1011,Netflix,Entertainment,47.85,3.0,3.0,False
1039,TikTok,Entertainment,48.36,0.0,4.0,False
1009,Slack,Productivity,2.5,0.0,6.0,True
1064,Google Maps,Utilities,101.2,0.0,5.0,False
1044,Google Maps,Utilities,76.96,2.0,5.0,False
1084,Notion,Productivity,0.19,1.0,2.0,True
1076,Facebook,Social,59.22,2.0,6.0,False
1081,Twitch,Entertainment,10.32,4.0,7.0,False
1007,Spotify,Entertainment,140.73,1.0,3.0,False
1021,Twitter,Social,9.0,2.0,2.0,False
1008,Evernote,Productivity,20.47,3.0,6.0,True
1043,Netflix,Entertainment,0.42,0.0,6.0,False
1012,Slack,Productivity,1.45,5.0,6.0,True
1021,Camera,Utilities,112.81,1.0,3.0,False
1046,Microsoft Teams,Productivity,32.26,4.0,5.0,True
1066,Google Docs,Productivity,10.72,0.0,7.0,True
1019,Microsoft Teams,Productivity,13.06,3.0,3.0,True
1067,TikTok,Entertainment,9.7,2.0,5.0,False
1097,Instagram,Social,35.8,0.0,9.0,False
1010,Spotify,Entertainment,4.0,4.0,5.0,False
1003,Twitch,Entertainment,1.04,1.0,7.0,False
1085,Netflix,Entertainment,39.64,3.0,9.0,False
1094,Spotify,Entertainment,73.26,1.0,3.0,False
1085,Slack,Productivity,30.72,5.0,4.0,True
1060,TikTok,Entertainment,10.47,2.0,9.0,False
1098,Slack,Productivity,47.17,0.0,5.0,True
1014,Twitch,Entertainment,54.6,4.0,1.0,False
1035,Twitter,Social,0.89,2.0,5.0,False
1081,TikTok,Entertainment,2.9,2.0,6.0,False
1019,Microsoft Teams,Productivity,3.7,1.0,11.0,True
1057,Evernote,Productivity,89.75,2.0,3.0,True
1093,TikTok,Entertainment,27.01,2.0,5.0,False
1004,Instagram,Social,25.05,3.0,3.0,False
1073,Facebook,Social,0.51,4.0,8.0,False
1018,Slack,Productivity,15.16,4.0,2.0,True
1006,YouTube,Entertainment,3.7,1.0,6.0,False
1085,Notion,Productivity,48.61,4.0,4.0,True
1010,Spotify,Entertainment,5.39,2.0,7.0,False
1009,Twitter,Social,2.22,1.0,5.0,False
1092,Twitch,Entertainment,36.22,0.0,6.0,False
1060,Netflix,Entertainment,22.42,1.0,3.0,False
1080,Facebook,Social,25.13,1.0,2.0,False
1089,Chrome,Utilities,12.48,2.0,3.0,False
1024,Notion,Productivity,42.51,2.0,11.0,True
1095,Facebook,Social,3.55,2.0,7.0,False
1066,WhatsApp,Social,29.910392617449666,0.0,4.0,False
1049,Twitch,Entertainment,101.72,2.0,6.0,False
1057,Microsoft Teams,Productivity,2.67,2.0,4.0,True
1056,Slack,Productivity,44.78,3.0,6.0,True
1026,Microsoft Teams,Productivity,45.91,2.0,7.0,True
1001,Google Maps,Utilities,11.76,2.0,5.0,False
1009,Gmail,Utilities,14.44,3.0,5.0,False
1011,Notion,Productivity,41.26,1.0,6.0,True
1010,Spotify,Entertainment,120.05,0.0,2.0,False
1027,Evernote,Productivity,17.19,4.0,6.0,True
1073,Netflix,Entertainment,29.910392617449666,1.0,5.0,False
1028,TikTok,Entertainment,11.11,0.0,2.0,False
1006,Chrome,Utilities,99.29,1.0,5.0,False
1009,Weather,Utilities,7.76,2.0,7.0,False
1065,Microsoft Teams,Productivity,66.69,0.0,8.0,True
1051,Spotify,Entertainment,49.38,2.0,9.0,False
1010,Camera,Utilities,54.83,5.0,5.0,False
1057,Camera,Utilities,11.89,0.0,7.0,False
1088,Notion,Productivity,11.92,0.0,3.0,True
1097,Gmail,Utilities,21.79,5.0,2.0,False
1008,Netflix,Entertainment,12.22,0.0,8.0,False
1058,Microsoft Teams,Productivity,2.03,2.0,3.0,True
1087,Chrome,Utilities,31.41,0.0,6.0,False
1068,Camera,Utilities,18.34,0.0,4.0,False
1074,Facebook,Social,63.95,2.0,8.0,False
1049,Google Docs,Productivity,16.88,1.0,6.0,True
1078,Twitter,Social,6.52,2.0,4.0,False
1089,Chrome,Utilities,0.76,0.0,3.0,False
1047,TikTok,Entertainment,9.53,0.0,5.0,False
1028,Google Docs,Productivity,14.84,3.0,8.0,True
1091,Spotify,Entertainment,13.88,3.0,4.0,False
1072,Notion,Productivity,6.32,2.0,8.0,True
1011,Notion,Productivity,82.23,3.0,13.0,True
1049,Twitter,Social,13.78,0.0,7.0,False
1046,Instagram,Social,9.58,2.0,3.0,False
1080,Camera,Utilities,0.3,1.0,5.0,False
1024,YouTube,Entertainment,46.06,1.0,4.0,False
1031,Microsoft Teams,Productivity,35.05,1.0,10.0,True
1082,Netflix,Entertainment,29.18,2.0,6.0,False
1085,TikTok,Entertainment,7.15,2.0,11.0,False
1001,Instagram,Social,15.29,2.0,5.0,False
1024,Evernote,Productivity,17.74,2.0,4.0,True
1059,Google Docs,Productivity,50.79,1.0,5.0,True
1018,Google Docs,Productivity,14.16,1.0,3.0,True
1045,Notion,Productivity,14.06,3.0,9.0,True
1032,TikTok,Entertainment,0.22,3.0,7.0,False
1028,Slack,Productivity,35.14,1.0,2.0,True
1039,Notion,Productivity,2.51,1.0,4.0,True
1100,Spotify,Entertainment,52.3,1.0,3.0,False
1002,Camera,Utilities,2.56,1.0,7.0,False
1018,Chrome,Utilities,25.53,0.0,6.0,False
1025,Slack,Productivity,9.13,0.0,5.0,True
1096,TikTok,Entertainment,85.98,4.0,5.0,False
1028,Microsoft Teams,Productivity,4.65,3.0,3.0,True
1060,Weather,Utilities,4.9,0.0,4.0,False
1074,Twitter,Social,22.84,2.0,7.0,False
1077,Chrome,Utilities,33.39,3.0,6.0,False
1024,Google Maps,Utilities,14.93,6.0,2.0,False
1032,Netflix,Entertainment,10.06,0.0,9.0,False
1020,Spotify,Entertainment,63.53,2.0,5.0,False
1031,Camera,Utilities,12.96,0.0,5.0,False
1063,Snapchat,Social,9.38,4.0,8.0,False
1044,Snapchat,Social,20.02,4.0,6.0,False
1026,Weather,Utilities,34.22,3.0,12.0,False
1011,Twitch,Entertainment,104.42,6.0,5.0,False
1002,Weather,Utilities,24.67,3.0,5.0,False
1014,Twitch,Entertainment,24.98,0.0,3.0,False
1076,Camera,Utilities,9.66,2.0,11.0,False
1007,Chrome,Utilities,23.16,3.0,5.0,False
1085,Spotify,Entertainment,0.79,0.0,6.0,False
1065,Netflix,Entertainment,12.39,3.0,5.0,False
1086,Google Docs,Productivity,13.09,2.0,11.0,True
1048,Twitch,Entertainment,2.01,1.0,2.0,False
1014,Facebook,Social,9.73,1.0,3.0,False
1061,Weather,Utilities,2.56,1.0,5.0,False
1093,Google Maps,Utilities,5.06,2.0,5.0,False
1004,Spotify,Entertainment,118.76,2.0,7.0,False
1001,YouTube,Entertainment,57.34,4.0,4.0,False
1011,Slack,Productivity,5.86,2.0,3.0,True
1045,YouTube,Entertainment,21.19,1.0,9.0,False
1037,Microsoft Teams,Productivity,13.85,2.0,7.0,True
1091,YouTube,Entertainment,71.42,1.0,8.0,False
1070,Slack,Productivity,17.89,2.0,5.0,True
1002,Snapchat,Social,84.97,3.0,2.0,False
1072,Gmail,Utilities,28.53,1.0,6.0,False
1057,Facebook,Social,8.75,0.0,2.0,False
1082,Notion,Productivity,5.53,2.0,6.0,True
1066,Microsoft Teams,Productivity,34.26,2.0,3.0,True
1094,Twitter,Social,8.3,2.0,6.0,False
1010,Google Maps,Utilities,78.92,1.0,1.0,False
1086,Instagram,Social,1.53,1.0,4.0,False
1010,Facebook,Social,12.24,1.0,4.0,False
1043,WhatsApp,Social,5.51,1.0,2.0,False
1002,YouTube,Entertainment,61.73,0.0,5.0,False
1092,Snapchat,Social,32.63,3.0,5.0,False
1007,Gmail,Utilities,2.47,3.0,9.0,False
1067,Notion,Productivity,6.72,0.0,5.0,True
1068,Slack,Productivity,14.65,3.0,6.0,True
1038,Twitch,Entertainment,15.89,0.0,1.0,False
1006,Snapchat,Social,15.53,3.0,9.0,False
1054,Camera,Utilities,4.59,1.0,4.0,False
1028,Twitter,Social,0.8,4.0,0.0,False
1088,Twitch,Entertainment,32.12,2.0,6.0,False
1051,Spotify,Entertainment,14.98,2.0,6.0,False
1017,Spotify,Entertainment,72.64,4.0,9.0,False
1010,Google Maps,Utilities,1.49,2.0,5.0,False
1036,Facebook,Social,21.37,2.0,3.0,False
1095,Chrome,Utilities,7.55,3.0,5.0,False
1026,Chrome,Utilities,77.6,2.0,7.0,False
1094,Google Docs,Productivity,27.54,0.0,2.0,True
1053,Camera,Utilities,8.04,1.0,7.0,False
1048,Netflix,Entertainment,56.46,2.0,2.0,False
1081,Twitter,Social,0.63,3.0,4.0,False
1026,Slack,Productivity,4.08,4.0,6.0,True
1029,Twitter,Social,4.12,0.0,4.0,False
1010,Slack,Productivity,2.4,1.0,2.0,True
1076,Camera,Utilities,32.05,3.0,8.0,False
1039,Facebook,Social,9.41,4.0,3.0,False
1072,YouTube,Entertainment,15.63,3.0,5.0,False
1006,Twitch,Entertainment,71.35,3.0,8.0,False
1099,Netflix,Entertainment,16.06,1.0,9.0,False
1091,Evernote,Productivity,9.45,3.0,5.0,True
1068,WhatsApp,Social,25.08,1.0,9.0,False
1016,Evernote,Productivity,1.6,1.0,3.0,True
1083,Evernote,Productivity,2.84,4.0,9.0,True
1013,TikTok,Entertainment,9.39,0.0,6.0,False
1008,Twitter,Social,32.58,0.0,6.0,False
1016,Notion,Productivity,19.15,1.0,5.0,True
1075,Google Docs,Productivity,21.86,1.0,5.0,True
1007,Snapchat,Social,6.84,0.0,1.0,False
1022,Slack,Productivity,5.34,3.0,3.0,True
1098,Netflix,Entertainment,1.78,3.0,7.0,False
1074,Twitter,Social,9.02,0.0,8.0,False
1056,Weather,Utilities,18.7,1.0,3.0,False
1062,Google Maps,Utilities,45.98,2.0,5.0,False
1095,Gmail,Utilities,79.44,2.0,6.0,False
1091,WhatsApp,Social,3.96,2.0,8.0,False
1077,Spotify,Entertainment,44.12,1.0,8.0,False
1066,Microsoft Teams,Productivity,116.23,0.0,3.0,True
1054,Weather,Utilities,54.05,1.0,5.0,False
1091,Google Maps,Utilities,48.27,1.0,6.0,False
1062,Slack,Productivity,38.61,2.0,1.0,True
1046,Snapchat,Social,0.16,3.0,6.0,False
1082,Instagram,Social,26.2,3.0,5.0,False
1096,WhatsApp,Social,13.1,1.0,3.0,False
1069,Microsoft Teams,Productivity,29.910392617449666,2.0,9.0,True
1087,Microsoft Teams,Productivity,69.48,5.0,5.0,True
1079,Chrome,Utilities,33.35,3.0,3.0,False
1062,Notion,Productivity,3.61,1.0,5.0,True
1057,Twitch,Entertainment,13.98,4.0,9.0,False
1031,Instagram,Social,28.7,1.0,5.0,False
1041,Twitter,Social,58.04,1.0,6.0,False
1063,Instagram,Social,12.66,2.0,4.0,False
1007,Gmail,Utilities,35.15,4.0,9.0,False
1045,Gmail,Utilities,13.71,4.0,9.0,False
1091,Facebook,Social,29.910392617449666,3.0,4.0,False
1077,Gmail,Utilities,8.81,2.0,5.0,False
1089,Notion,Productivity,45.95,2.0,6.0,True
1079,Camera,Utilities,39.37,1.0,3.0,False
1071,Camera,Utilities,35.89,0.0,4.0,False
1031,Facebook,Social,132.83,6.0,6.0,False
1029,Netflix,Entertainment,49.11,3.0,6.0,False
1048,WhatsApp,Social,44.62,1.0,2.0,False
1090,Facebook,Social,81.63,2.0,5.0,False
1082,Spotify,Entertainment,38.51,2.0,6.0,False
1100,Facebook,Social,102.79,2.0,3.0,False
1001,WhatsApp,Social,95.13,2.0,9.0,False
1033,YouTube,Entertainment,107.74,1.0,6.0,False
1017,Google Docs,Productivity,19.37,2.0,4.0,True
1096,Gmail,Utilities,3.6,3.0,9.0,False
1067,Notion,Productivity,16.9,0.0,8.0,True
1080,Spotify,Entertainment,2.2,3.0,5.0,False
1029,Microsoft Teams,Productivity,16.53,2.0,8.0,True
1005,Chrome,Utilities,12.6,2.0,2.0,False
1031,Weather,Utilities,81.48,4.0,4.0,False
1003,Spotify,Entertainment,127.93,6.0,4.0,False
1085,Spotify,Entertainment,8.81,3.0,2.0,False
1054,WhatsApp,Social,24.83,3.0,8.0,False
1089,Google Docs,Productivity,90.26,1.0,4.0,True
1013,Chrome,Utilities,16.92,4.0,5.0,False
1032,Twitter,Social,44.91,0.0,4.0,False
1086,Slack,Productivity,17.02,2.0,6.0,True
1052,WhatsApp,Social,14.69,1.0,4.0,False
1022,TikTok,Entertainment,14.98,3.0,2.0,False
