user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments
1003,23:02.9,Spotify,Entertainment,17.71,2,3,FALSE,,,
1032,06:44.5,Notion,Productivity,82.34,2,4,TRUE,,,
1033,50:26.2,Facebook,Social,10.76,3,5,FALSE,,,
1066,34:07.9,Twitch,Entertainment,0.65,0,4,FALSE,,,
1007,17:49.6,Spotify,Entertainment,23.68,3,6,FALSE,,,
1062,01:31.2,YouTube,Entertainment,22.1,2,4,FALSE,192337,3543,2766
1049,45:12.9,Google Maps,Utilities,53.4,4,4,FALSE,,,
1005,28:54.6,Evernote,Productivity,,5,4,TRUE,,,
1056,12:36.3,Slack,Productivity,9.17,4,3,TRUE,,,
1075,56:17.9,Twitch,Entertainment,26.17,4,4,FALSE,,,
1005,39:59.6,Spotify,Entertainment,20.31,0,3,FALSE,,,
1078,23:41.3,Facebook,Social,5.27,3,6,FALSE,,,
1067,07:22.9,Google Docs,Productivity,42.76,2,2,TRUE,,,
1057,51:04.6,Gmail,Utilities,0.05,0,3,FALSE,,,
1080,34:46.3,Twitch,Entertainment,3.79,3,4,FALSE,,,
1084,18:27.9,Slack,Productivity,1.79,2,5,TRUE,,,
1082,02:09.6,Gmail,Utilities,2.05,3,6,FALSE,,,
1086,45:51.3,Weather,Utilities,12.82,2,9,FALSE,,,
1046,29:32.9,Spotify,Entertainment,64.69,3,8,FALSE,,,
1096,13:14.7,Netflix,Entertainment,3.35,2,1,FALSE,,,
1085,56:56.3,Google Docs,Productivity,16.11,3,3,TRUE,,,
1009,40:38.0,WhatsApp,Social,26.57,,2,FALSE,,,
1024,24:19.7,Chrome,Utilities,29.42,4,5,FALSE,,,
1062,08:01.4,Notion,Productivity,46.87,1,1,TRUE,,,
1008,51:43.0,WhatsApp,Social,11.81,2,4,FALSE,,,
1009,35:24.7,Instagram,Social,32.82,1,3,FALSE,,,
1015,19:06.4,WhatsApp,Social,24.92,1,7,FALSE,,,
1084,02:48.1,YouTube,Entertainment,43.53,2,3,FALSE,145221,14159,2691
1040,46:29.7,Snapchat,Social,142.66,3,4,FALSE,,,
1083,30:11.4,Microsoft Teams,Productivity,,1,6,TRUE,,,
1073,13:53.1,Twitch,Entertainment,48.71,1,7,FALSE,,,
1053,57:34.8,Camera,Utilities,1.08,0,,FALSE,,,
1066,41:16.4,Chrome,Utilities,5.01,4,4,FALSE,,,
1082,24:58.1,Evernote,Productivity,12.65,4,5,TRUE,,,
1006,08:39.8,Evernote,Productivity,6.01,0,3,TRUE,,,
1004,52:21.4,Weather,Utilities,5.45,3,10,FALSE,,,
1077,36:03.1,YouTube,Entertainment,16.76,5,5,FALSE,484463,28032,975
1093,19:44.8,WhatsApp,Social,95.03,3,3,FALSE,,,
1083,03:26.5,WhatsApp,Social,24.16,0,2,FALSE,,,
1038,47:08.1,Camera,Utilities,8.75,2,6,FALSE,,,
1066,30:49.8,Twitch,Entertainment,13.16,1,2,FALSE,,,
1030,14:31.5,Spotify,Entertainment,38.47,2,4,FALSE,,,
1064,58:13.2,Spotify,Entertainment,6.27,4,4,FALSE,,,
1089,41:54.8,Microsoft Teams,Productivity,17.71,5,2,TRUE,,,
1021,25:36.5,Camera,Utilities,2.45,2,5,FALSE,,,
1056,09:18.2,Notion,Productivity,54.48,1,5,TRUE,,,
1007,52:59.9,Twitch,Entertainment,56.26,4,3,FALSE,,,
1066,36:41.5,Netflix,Entertainment,17.37,2,7,FALSE,,,
1080,20:23.2,TikTok,Entertainment,27.93,3,3,FALSE,,,
1064,04:04.9,Notion,Productivity,15.56,3,6,TRUE,,,
1092,47:46.6,Instagram,Social,4.36,4,7,FALSE,,,
1045,31:28.2,Snapchat,Social,9.66,1,2,FALSE,,,
1025,15:09.9,Notion,Productivity,50.6,2,8,TRUE,,,
1093,58:51.6,Facebook,Social,26.4,2,2,FALSE,,,
1094,42:33.3,WhatsApp,Social,11.63,0,4,FALSE,,,
1028,26:14.9,Notion,Productivity,4.88,1,7,TRUE,,,
1082,09:56.6,Google Maps,Utilities,22.22,5,5,FALSE,,,
1003,53:38.3,Google Maps,Utilities,75.98,3,7,FALSE,,,
1037,37:19.9,YouTube,Entertainment,4.27,2,2,FALSE,62639,3503,118
1006,21:01.6,Twitch,Entertainment,4.66,2,2,FALSE,,,
1061,04:43.3,Netflix,Entertainment,39.33,2,7,FALSE,,,
1070,48:24.9,Evernote,Productivity,34.01,1,6,TRUE,,,
1006,32:06.6,Weather,Utilities,15.37,3,4,FALSE,,,
1035,15:48.3,Facebook,Social,48.28,4,6,FALSE,,,
1077,59:29.9,Facebook,Social,25.72,5,3,FALSE,,,
1068,43:11.7,Evernote,Productivity,5.77,2,3,TRUE,,,
1092,26:53.3,WhatsApp,Social,7.23,0,4,FALSE,,,
1011,10:35.0,Facebook,Social,21.11,4,8,FALSE,,,
1039,54:16.7,Google Maps,Utilities,6.58,5,4,FALSE,,,
1062,37:58.4,Gmail,Utilities,37.61,1,5,FALSE,,,
1049,21:40.0,Spotify,Entertainment,29.17,2,6,FALSE,,,
1093,05:21.7,Facebook,Social,31.42,5,3,FALSE,,,
1078,49:03.4,Snapchat,Social,8.08,2,1,FALSE,,,
1022,32:45.1,Twitter,Social,10.66,1,4,FALSE,,,
1060,16:26.7,YouTube,Entertainment,80.49,1,4,FALSE,8686,851,96
1051,00:08.4,Snapchat,Social,25.18,2,6,FALSE,,,
1054,43:50.1,Facebook,Social,17.79,1,6,FALSE,,,
1036,27:31.8,Weather,Utilities,78.64,4,6,FALSE,,,
1012,11:13.4,Chrome,Utilities,1.36,1,5,FALSE,,,
1049,54:55.1,Spotify,Entertainment,17.61,3,5,FALSE,,,
1044,38:36.8,Spotify,Entertainment,11.81,2,4,FALSE,,,
1055,22:18.4,Camera,Utilities,0.04,3,4,FALSE,,,
1074,06:00.1,Facebook,Social,46.7,3,3,FALSE,,,
1032,49:41.8,Notion,Productivity,6.6,2,5,TRUE,,,
1042,33:23.5,Twitter,Social,51.78,1,4,FALSE,,,
1075,17:05.1,Slack,Productivity,30.97,3,4,TRUE,,,
1084,00:46.8,Google Docs,Productivity,5.73,1,4,TRUE,,,
1023,44:28.5,Instagram,Social,14.96,0,3,FALSE,,,
1056,28:10.2,Notion,Productivity,23.55,2,2,TRUE,,,
1046,11:51.8,Slack,Productivity,79.75,3,3,TRUE,,,
1085,55:33.5,Microsoft Teams,Productivity,34.16,2,5,TRUE,,,
1049,39:15.2,Microsoft Teams,Productivity,11.48,5,5,TRUE,,,
1089,22:56.9,Netflix,Entertainment,14.09,4,2,FALSE,,,
1086,06:38.5,Instagram,Social,41.29,5,6,FALSE,,,
1096,50:20.2,Twitter,Social,86.34,5,5,FALSE,,,
1073,34:01.9,Facebook,Social,18.54,1,2,FALSE,,,
1060,17:43.6,WhatsApp,Social,136.67,3,6,FALSE,,,
1086,01:25.2,Google Maps,Utilities,23.38,0,2,FALSE,,,
1045,45:06.9,Chrome,Utilities,21.12,0,4,FALSE,,,
1023,28:48.6,Chrome,Utilities,14.79,0,6,FALSE,,,
1036,12:30.3,YouTube,Entertainment,10.04,0,0,FALSE,169859,12230,2361
1034,56:11.9,WhatsApp,Social,19.08,3,5,FALSE,,,
1056,39:53.6,Facebook,Social,29.71,3,10,FALSE,,,
1050,23:35.3,Snapchat,Social,46.68,0,6,FALSE,,,
1021,07:16.9,Facebook,Social,62.49,1,4,FALSE,,,
1048,50:58.6,Snapchat,Social,44.88,2,6,FALSE,,,
1020,34:40.3,Camera,Utilities,9.82,2,1,FALSE,,,
1067,18:21.9,Netflix,Entertainment,44.47,2,3,FALSE,,,
1100,02:03.6,Google Docs,Productivity,10.41,2,5,TRUE,,,
1050,45:45.3,WhatsApp,Social,3.36,2,7,FALSE,,,
1012,29:26.9,Evernote,Productivity,0.75,1,4,TRUE,,,
1041,13:08.7,Slack,Productivity,48.91,2,4,TRUE,,,
1078,56:50.3,Chrome,Utilities,4.52,2,9,FALSE,,,
1096,40:32.0,WhatsApp,Social,4.24,2,0,FALSE,,,
1040,24:13.7,Twitch,Entertainment,27.28,1,6,FALSE,,,
1048,07:55.4,Evernote,Productivity,21.37,2,3,TRUE,,,
1035,51:37.0,Facebook,Social,49.03,1,6,FALSE,,,
1032,35:18.7,Microsoft Teams,Productivity,9.5,1,4,TRUE,,,
1036,19:00.4,Twitch,Entertainment,20.18,4,4,FALSE,,,
1013,02:42.1,Weather,Utilities,9.7,1,4,FALSE,,,
1080,46:23.7,Slack,Productivity,8.36,2,3,TRUE,,,
1085,30:05.4,Instagram,Social,173.86,0,7,FALSE,,,
1083,13:47.1,Spotify,Entertainment,2.48,2,6,FALSE,,,
1041,57:28.8,TikTok,Entertainment,4.31,3,6,FALSE,,,
1006,41:10.4,Twitter,Social,9.19,3,4,FALSE,,,
1069,24:52.1,Twitter,Social,12.96,1,7,FALSE,,,
1045,08:33.8,Microsoft Teams,Productivity,7.48,4,3,TRUE,,,
1073,52:15.4,TikTok,Entertainment,20.21,0,9,FALSE,,,
1012,35:57.1,Facebook,Social,18.99,2,3,FALSE,,,
1068,19:38.8,Chrome,Utilities,12.66,2,6,FALSE,,,
1054,03:20.5,Facebook,Social,51.29,5,2,FALSE,,,
1078,47:02.1,Google Maps,Utilities,75.7,4,5,FALSE,,,
1099,30:43.8,Slack,Productivity,1.29,2,1,TRUE,,,
1015,14:25.5,Google Docs,Productivity,2.96,0,4,TRUE,,,
1086,58:07.2,Snapchat,Social,36.4,1,6,FALSE,,,
1074,41:48.8,Gmail,Utilities,3.08,1,5,FALSE,,,
1080,25:30.5,YouTube,Entertainment,138.13,3,5,FALSE,413646,7908,1517
1085,09:12.2,Facebook,Social,1.87,1,5,FALSE,,,
1091,52:53.9,Snapchat,Social,3.55,1,5,FALSE,,,
1048,36:35.5,Instagram,Social,17.74,2,7,FALSE,,,
1045,20:17.2,Chrome,Utilities,66.26,0,7,FALSE,,,
1065,03:58.9,Microsoft Teams,Productivity,8.77,3,3,TRUE,,,
1027,47:40.6,Evernote,Productivity,13.42,4,3,TRUE,,,
1063,31:22.2,Gmail,Utilities,45.46,3,9,FALSE,,,
1052,15:03.9,Twitch,Entertainment,72.76,3,7,FALSE,,,
1038,58:45.6,Camera,Utilities,15.02,5,3,FALSE,,,
1078,42:27.2,YouTube,Entertainment,3.78,2,4,FALSE,216742,11426,2895
1031,26:08.9,Gmail,Utilities,59.44,4,4,FALSE,,,
1062,09:50.6,Chrome,Utilities,98.87,2,6,FALSE,,,
1016,53:32.3,Twitter,Social,40.84,1,4,FALSE,,,
1069,37:13.9,Instagram,Social,12.98,4,3,FALSE,,,
1039,20:55.6,Snapchat,Social,6.19,2,2,FALSE,,,
1056,04:37.3,Slack,Productivity,10.22,0,7,TRUE,,,
1013,48:18.9,WhatsApp,Social,21.29,1,5,FALSE,,,
1025,32:00.6,Google Docs,Productivity,28.87,4,5,TRUE,,,
1011,15:42.3,Evernote,Productivity,56.94,0,7,TRUE,,,
1013,59:23.9,Instagram,Social,32.52,2,5,FALSE,,,
1084,43:05.7,Gmail,Utilities,11.91,3,2,FALSE,,,
1092,26:47.3,Google Maps,Utilities,7.77,3,8,FALSE,,,
1067,10:29.0,Instagram,Social,4.94,1,7,FALSE,,,
1043,54:10.7,Chrome,Utilities,9.68,6,6,FALSE,,,
1073,37:52.4,Gmail,Utilities,15.97,1,5,FALSE,,,
1087,21:34.0,Evernote,Productivity,96.67,3,4,TRUE,,,
1078,05:15.7,Facebook,Social,15.89,2,6,FALSE,,,
1043,48:57.4,Google Docs,Productivity,13.11,3,8,TRUE,,,
1065,32:39.1,Chrome,Utilities,6.32,0,4,FALSE,,,
1006,16:20.7,Instagram,Social,24.41,1,5,FALSE,,,
1005,00:02.4,Google Docs,Productivity,28.13,2,2,TRUE,,,
1047,43:44.1,Camera,Utilities,34.8,1,5,FALSE,,,
1096,27:25.7,Camera,Utilities,10.46,1,6,FALSE,,,
1050,11:07.4,Microsoft Teams,Productivity,15.41,2,1,TRUE,,,
1069,54:49.1,Gmail,Utilities,0.85,1,2,FALSE,,,
1034,38:30.8,Instagram,Social,10.01,2,8,FALSE,,,
1038,22:12.4,Netflix,Entertainment,7.01,1,3,FALSE,,,
1026,05:54.1,Notion,Productivity,43.37,1,4,TRUE,,,
1059,49:35.8,Spotify,Entertainment,11.34,1,3,FALSE,,,
1005,33:17.5,Twitch,Entertainment,60.42,1,3,FALSE,,,
1083,16:59.1,Twitch,Entertainment,11.13,1,7,FALSE,,,
1000,00:40.8,Twitch,Entertainment,15.15,2,2,FALSE,,,
1033,44:22.5,Google Maps,Utilities,20.02,1,8,FALSE,,,
1088,28:04.2,Netflix,Entertainment,14.6,0,4,FALSE,,,
1080,11:45.8,Facebook,Social,58.51,0,4,FALSE,,,
1045,55:27.5,Twitch,Entertainment,48.37,1,5,FALSE,,,
1099,39:09.2,Google Docs,Productivity,49.59,2,3,TRUE,,,
1074,22:50.9,Slack,Productivity,4.53,0,3,TRUE,,,
1000,06:32.5,Chrome,Utilities,4.21,6,9,FALSE,,,
1010,50:14.2,Chrome,Utilities,5.52,0,8,FALSE,,,
1053,33:55.9,Facebook,Social,8.25,1,7,FALSE,,,
1020,17:37.6,Instagram,Social,12.01,4,10,FALSE,,,
1030,01:19.2,Facebook,Social,3.98,0,6,FALSE,,,
1022,45:00.9,Twitter,Social,15.45,2,2,FALSE,,,
1043,28:42.6,YouTube,Entertainment,46.19,1,3,FALSE,384195,20546,3088
1016,12:24.2,Chrome,Utilities,4.92,0,4,FALSE,,,
1015,56:05.9,WhatsApp,Social,16.6,0,4,FALSE,,,
1067,39:47.6,Twitch,Entertainment,20.19,3,3,FALSE,,,
1096,23:29.3,YouTube,Entertainment,64.94,2,3,FALSE,87954,1453,378
1002,07:10.9,Snapchat,Social,1.65,3,2,FALSE,,,
1012,50:52.6,Google Docs,Productivity,0.29,2,2,TRUE,,,
1057,34:34.3,Gmail,Utilities,29.66,3,3,FALSE,,,
1039,18:15.9,Snapchat,Social,0.09,3,10,FALSE,,,
1076,01:57.6,Netflix,Entertainment,34.37,4,6,FALSE,,,
1022,45:39.3,Twitch,Entertainment,53.4,4,9,FALSE,,,
1009,29:20.9,Google Maps,Utilities,24.93,1,6,FALSE,,,
1069,13:02.7,YouTube,Entertainment,86.42,2,4,FALSE,320771,22934,686
1091,56:44.3,Microsoft Teams,Productivity,51.7,0,6,TRUE,,,
1028,40:26.0,Microsoft Teams,Productivity,144.1,1,7,TRUE,,,
1083,24:07.7,Microsoft Teams,Productivity,66.59,1,2,TRUE,,,
1083,07:49.4,YouTube,Entertainment,0.48,0,3,FALSE,490949,43602,7789
1034,51:31.0,Notion,Productivity,40.35,0,4,TRUE,,,
1033,35:12.7,Facebook,Social,44.29,1,6,FALSE,,,
1007,18:54.4,Google Maps,Utilities,10.63,1,10,FALSE,,,
1063,02:36.1,Camera,Utilities,29.16,1,4,FALSE,,,
1065,46:17.7,Twitter,Social,42.4,4,5,FALSE,,,
1010,29:59.4,Google Maps,Utilities,14.22,0,2,FALSE,,,
1039,13:41.1,Camera,Utilities,19.37,3,2,FALSE,,,
1001,57:22.7,Spotify,Entertainment,11.47,2,6,FALSE,,,
1085,41:04.4,YouTube,Entertainment,13.45,1,5,FALSE,238843,19486,4456
1047,24:46.1,Gmail,Utilities,10.35,1,7,FALSE,,,
1041,08:27.8,TikTok,Entertainment,18.88,2,5,FALSE,,,
1079,52:09.4,Evernote,Productivity,7.66,1,8,TRUE,,,
1094,35:51.1,Chrome,Utilities,14.52,0,6,FALSE,,,
1042,19:32.8,Evernote,Productivity,15.81,2,4,TRUE,,,
1060,03:14.5,Netflix,Entertainment,5.53,2,5,FALSE,,,
1077,46:56.1,Camera,Utilities,30.54,0,10,FALSE,,,
1009,30:37.8,Facebook,Social,27.52,4,5,FALSE,,,
1013,14:19.5,Chrome,Utilities,31.26,3,1,FALSE,,,
1015,58:01.2,WhatsApp,Social,12.77,0,4,FALSE,,,
1030,41:42.8,Twitch,Entertainment,12.49,4,6,FALSE,,,
1066,25:24.5,Twitch,Entertainment,52.35,3,6,FALSE,,,
1086,09:06.2,Snapchat,Social,33.23,2,4,FALSE,,,
1031,52:47.9,Slack,Productivity,58.99,1,4,TRUE,,,
1002,36:29.5,Evernote,Productivity,8,1,5,TRUE,,,
1002,20:11.2,Instagram,Social,7.03,2,9,FALSE,,,
1061,03:52.9,Facebook,Social,0.87,1,5,FALSE,,,
1091,47:34.6,Netflix,Entertainment,65.05,2,4,FALSE,,,
1097,31:16.2,Twitter,Social,38.53,1,2,FALSE,,,
1016,14:57.9,Chrome,Utilities,58.31,4,3,FALSE,,,
1082,58:39.6,Snapchat,Social,19.09,2,5,FALSE,,,
1080,42:21.2,Notion,Productivity,212.87,1,6,TRUE,,,
1046,26:02.9,Slack,Productivity,3.22,3,8,TRUE,,,
1096,09:44.6,Twitter,Social,47.5,3,4,FALSE,,,
1034,53:26.3,Spotify,Entertainment,71.58,1,3,FALSE,,,
1094,37:07.9,Snapchat,Social,8.38,1,6,FALSE,,,
1057,20:49.6,Facebook,Social,0.13,1,5,FALSE,,,
1034,04:31.3,Gmail,Utilities,29.99,1,2,FALSE,,,
1055,48:12.9,Chrome,Utilities,17.33,1,3,FALSE,,,
1014,31:54.6,Slack,Productivity,209.63,1,7,TRUE,,,
1092,15:36.3,Weather,Utilities,50.63,4,5,FALSE,,,
1004,59:17.9,Google Maps,Utilities,46.51,0,6,FALSE,,,
1060,42:59.7,Spotify,Entertainment,57.98,2,8,FALSE,,,
1053,26:41.3,YouTube,Entertainment,22.03,0,8,FALSE,290090,16825,5584
1078,10:23.0,Facebook,Social,18.72,2,2,FALSE,,,
1067,54:04.7,Weather,Utilities,2.9,4,4,FALSE,,,
1068,37:46.4,Chrome,Utilities,11.14,2,2,FALSE,,,
1022,21:28.0,Google Docs,Productivity,15.04,4,4,TRUE,,,
1070,05:09.7,Weather,Utilities,4.92,2,5,FALSE,,,
1100,48:51.4,Evernote,Productivity,4.32,1,4,TRUE,,,
1098,32:33.1,Slack,Productivity,24.82,2,2,TRUE,,,
1027,16:14.7,Slack,Productivity,10.49,2,8,TRUE,,,
1094,59:56.4,Twitch,Entertainment,22.05,0,4,FALSE,,,
1001,43:38.1,WhatsApp,Social,11.09,1,6,FALSE,,,
1003,27:19.7,YouTube,Entertainment,175.32,2,3,FALSE,117299,6201,736
1077,11:01.4,Camera,Utilities,55.41,4,5,FALSE,,,
1019,54:43.1,Camera,Utilities,39.41,1,3,FALSE,,,
1004,38:24.8,Instagram,Social,17.73,1,6,FALSE,,,
1029,22:06.4,Camera,Utilities,28.04,0,3,FALSE,,,
1059,05:48.1,Chrome,Utilities,45.6,0,2,FALSE,,,
1009,49:29.8,Netflix,Entertainment,37.98,1,4,FALSE,,,
1079,33:11.5,Evernote,Productivity,45.95,4,5,TRUE,,,
1021,16:53.1,Notion,Productivity,1.74,0,2,TRUE,,,
1057,00:34.8,Chrome,Utilities,51.65,1,7,FALSE,,,
1077,44:16.5,Twitch,Entertainment,45.14,1,3,FALSE,,,
1047,27:58.2,Instagram,Social,5.82,1,3,FALSE,,,
1042,11:39.8,Twitch,Entertainment,14.41,1,1,FALSE,,,
1039,55:21.5,Gmail,Utilities,99.58,2,5,FALSE,,,
1024,39:03.2,Spotify,Entertainment,3.05,1,5,FALSE,,,
1002,22:44.9,YouTube,Entertainment,1.94,3,3,FALSE,195135,18845,1655
1003,06:26.5,Notion,Productivity,44.08,4,8,TRUE,,,
1096,50:08.2,Twitter,Social,35.98,2,7,FALSE,,,
1037,33:49.9,Chrome,Utilities,26.59,4,9,FALSE,,,
1011,17:31.6,YouTube,Entertainment,44.24,2,1,FALSE,335531,27854,406
1031,01:13.2,Google Maps,Utilities,126.7,5,4,FALSE,,,
1019,44:54.9,Gmail,Utilities,13.67,3,5,FALSE,,,
1014,28:36.6,Chrome,Utilities,3.06,1,5,FALSE,,,
1052,12:18.2,Google Docs,Productivity,2.04,3,4,TRUE,,,
1012,55:59.9,Slack,Productivity,19.07,2,3,TRUE,,,
1094,39:41.6,TikTok,Entertainment,19.93,2,5,FALSE,,,
1070,23:23.3,Gmail,Utilities,55.22,2,3,FALSE,,,
1095,07:04.9,Twitch,Entertainment,7.8,6,5,FALSE,,,
1088,50:46.6,YouTube,Entertainment,19.4,1,4,FALSE,105245,7044,1014
1012,34:28.3,WhatsApp,Social,1.27,3,9,FALSE,,,
1086,18:09.9,Twitter,Social,43.18,3,2,FALSE,,,
1100,01:51.6,Twitter,Social,10.29,2,3,FALSE,,,
1091,45:33.3,Snapchat,Social,91.22,1,6,FALSE,,,
1005,29:14.9,Snapchat,Social,13.86,0,6,FALSE,,,
1084,12:56.7,Snapchat,Social,31.26,0,5,FALSE,,,
1020,56:38.3,Twitter,Social,74.08,0,8,FALSE,,,
1000,40:20.0,Google Docs,Productivity,10.52,1,9,TRUE,,,
1001,24:01.7,YouTube,Entertainment,16.55,1,4,FALSE,428128,24764,4083
1097,07:43.4,Evernote,Productivity,44.6,3,3,TRUE,,,
1031,51:25.0,Twitch,Entertainment,11.29,1,8,FALSE,,,
1006,35:06.7,Gmail,Utilities,30.91,1,3,FALSE,,,
1048,18:48.4,Twitch,Entertainment,29.76,1,8,FALSE,,,
1033,02:30.0,Notion,Productivity,23.72,3,5,TRUE,,,
1000,46:11.7,Snapchat,Social,25.42,6,5,FALSE,,,
1051,29:53.4,YouTube,Entertainment,3.3,5,5,FALSE,470547,43277,3116
1076,13:35.1,Camera,Utilities,45.77,4,6,FALSE,,,
1064,57:16.7,Twitch,Entertainment,64.76,2,8,FALSE,,,
1023,40:58.4,Spotify,Entertainment,10.93,1,10,FALSE,,,
1051,24:40.1,Chrome,Utilities,21.32,4,6,FALSE,,,
1057,08:21.8,Weather,Utilities,40.46,4,6,FALSE,,,
1024,52:03.4,Chrome,Utilities,114.29,4,3,FALSE,,,
1069,35:45.1,Weather,Utilities,23.31,5,4,FALSE,,,
1060,19:26.8,Gmail,Utilities,9.35,2,7,FALSE,,,
1045,03:08.5,Twitter,Social,7.1,4,6,FALSE,,,
1022,46:50.1,Notion,Productivity,16.28,2,4,TRUE,,,
1076,30:31.8,Snapchat,Social,58.64,2,5,FALSE,,,
1041,14:13.5,Netflix,Entertainment,27.84,0,4,FALSE,,,
1026,57:55.2,Weather,Utilities,39.6,1,4,FALSE,,,
1090,41:36.8,Chrome,Utilities,20.57,1,5,FALSE,,,
1010,25:18.5,Notion,Productivity,18.58,1,10,TRUE,,,
1043,09:00.2,Snapchat,Social,7.61,5,2,FALSE,,,
1015,52:41.9,Spotify,Entertainment,42.98,1,4,FALSE,,,
1043,36:23.5,Spotify,Entertainment,35.28,3,1,FALSE,,,
1023,20:05.2,Chrome,Utilities,27.01,1,3,FALSE,,,
1058,03:46.9,Twitter,Social,38.85,0,3,FALSE,,,
1094,47:28.6,Snapchat,Social,24.61,3,9,FALSE,,,
1097,31:10.2,TikTok,Entertainment,61.58,3,8,FALSE,,,
1010,14:51.9,Camera,Utilities,91.26,3,6,FALSE,,,
1072,58:33.6,Instagram,Social,21.2,1,5,FALSE,,,
1046,42:15.2,Gmail,Utilities,19.24,2,3,FALSE,,,
1090,25:56.9,Instagram,Social,32.64,1,3,FALSE,,,
1037,09:38.6,Gmail,Utilities,22.8,3,3,FALSE,,,
1003,53:20.3,Facebook,Social,4.72,4,5,FALSE,,,
1072,37:01.9,Twitch,Entertainment,24.13,1,6,FALSE,,,
1066,20:43.6,Twitch,Entertainment,1.51,1,3,FALSE,,,
1056,04:25.3,Snapchat,Social,3.83,4,8,FALSE,,,
1097,48:06.9,Slack,Productivity,14.96,2,5,TRUE,,,
1053,31:48.6,Slack,Productivity,0.41,0,5,TRUE,,,
1028,15:30.3,Google Docs,Productivity,16.31,0,4,TRUE,,,
1030,59:11.9,Microsoft Teams,Productivity,2.8,4,1,TRUE,,,
1031,42:53.7,WhatsApp,Social,7.37,4,5,FALSE,,,
1024,26:35.3,WhatsApp,Social,2.35,5,9,FALSE,,,
1061,10:17.0,Spotify,Entertainment,14.88,2,3,FALSE,,,
1002,53:58.7,Microsoft Teams,Productivity,115.65,3,7,TRUE,,,
1033,37:40.4,Google Docs,Productivity,15.13,3,5,TRUE,,,
1016,21:22.0,TikTok,Entertainment,11.71,2,7,FALSE,,,
1060,05:03.7,Netflix,Entertainment,4.77,1,3,FALSE,,,
1016,48:45.4,Microsoft Teams,Productivity,22.6,1,5,TRUE,,,
1035,32:27.0,Snapchat,Social,11.2,2,6,FALSE,,,
1012,16:08.7,Gmail,Utilities,3.94,1,6,FALSE,,,
1029,59:50.4,Notion,Productivity,22.47,1,7,TRUE,,,
1054,43:32.1,Twitter,Social,0.26,5,4,FALSE,,,
1079,27:13.7,Camera,Utilities,38.96,0,4,FALSE,,,
1004,10:55.4,Evernote,Productivity,1.24,1,1,TRUE,,,
1072,54:37.1,TikTok,Entertainment,61.2,1,8,FALSE,,,
1062,38:18.8,Weather,Utilities,1.62,5,3,FALSE,,,
1067,22:00.4,Google Docs,Productivity,27.22,6,6,TRUE,,,
1065,05:42.1,Google Docs,Productivity,55.7,2,3,TRUE,,,
1089,49:23.8,Chrome,Utilities,9.06,5,8,FALSE,,,
1026,33:05.5,WhatsApp,Social,80.92,3,6,FALSE,,,
1011,16:47.1,WhatsApp,Social,9.18,2,6,FALSE,,,
1018,00:28.8,Gmail,Utilities,36.76,2,2,FALSE,,,
1086,44:10.5,Gmail,Utilities,6.87,1,4,FALSE,,,
1086,27:52.2,Evernote,Productivity,5.1,2,7,TRUE,,,
1028,11:33.8,Weather,Utilities,48.27,2,6,FALSE,,,
1083,55:15.5,Weather,Utilities,10.87,2,7,FALSE,,,
1033,38:57.2,Slack,Productivity,23.73,2,10,TRUE,,,
1014,22:38.9,Microsoft Teams,Productivity,2.79,2,6,TRUE,,,
1049,06:20.5,Instagram,Social,7.42,0,4,FALSE,,,
1083,50:02.2,Spotify,Entertainment,45.19,1,5,FALSE,,,
1073,33:43.9,Facebook,Social,51.83,2,5,FALSE,,,
1031,17:25.5,Instagram,Social,0.34,2,7,FALSE,,,
1058,01:07.2,Camera,Utilities,62.32,4,7,FALSE,,,
1050,44:48.9,Gmail,Utilities,26.22,1,8,FALSE,,,
1023,28:30.6,Netflix,Entertainment,2.3,1,11,FALSE,,,
1075,12:12.2,Facebook,Social,4.23,2,4,FALSE,,,
1031,55:53.9,Twitch,Entertainment,36.17,3,7,FALSE,,,
1003,39:35.6,Instagram,Social,25.3,2,7,FALSE,,,
1032,23:17.3,Microsoft Teams,Productivity,19.14,1,5,TRUE,,,
1013,06:58.9,Google Docs,Productivity,21.77,1,1,TRUE,,,
1082,50:40.6,Notion,Productivity,30.8,5,5,TRUE,,,
1067,34:22.3,Netflix,Entertainment,12.88,3,4,FALSE,,,
1086,18:03.9,Camera,Utilities,3.06,4,8,FALSE,,,
1053,01:45.6,Instagram,Social,74.35,1,2,FALSE,,,
1041,45:27.3,Weather,Utilities,1.04,2,2,FALSE,,,
1093,29:08.9,Microsoft Teams,Productivity,12.68,1,1,TRUE,,,
1099,12:50.7,Google Docs,Productivity,42.55,3,5,TRUE,,,
1033,56:32.3,Facebook,Social,36.11,2,3,FALSE,,,
1089,40:14.0,YouTube,Entertainment,43.21,2,4,FALSE,244339,21140,3167
1064,23:55.7,Twitter,Social,15.6,4,3,FALSE,,,
1096,07:37.4,Chrome,Utilities,14.67,2,6,FALSE,,,
1048,51:19.0,Evernote,Productivity,37.08,3,5,TRUE,,,
1075,35:00.7,Twitter,Social,14.61,2,4,FALSE,,,
1017,18:42.4,Weather,Utilities,73.35,2,3,FALSE,,,
1071,02:24.0,Twitter,Social,4.87,3,5,FALSE,,,
